hex_id,wind_peak_month,wind_peak_share,wind_effective_months,wind_profile_metric
2914,12,0.2681912063764039,5.071769941021514,frequency
2915,12,0.2845083564151918,5.241496928866785,frequency
2916,12,0.27752555337318835,5.605490655998279,frequency
2917,12,0.4117322349843952,4.130664459359856,frequency
2918,12,0.39132452647438654,3.876168828562501,frequency
2919,1,0.28481881775149837,5.2199768430321924,frequency
2920,1,0.2600223396012696,5.203512629863487,frequency
2925,2,0.2880444956683936,5.143250491650516,frequency
2976,1,0.2969283531925989,4.865126887437359,frequency
2983,11,0.2701580664296655,5.475579409960894,frequency
2988,11,0.2692526150389094,5.67457941604526,frequency
2989,2,0.24849687700659623,5.548292376162529,frequency
2991,12,0.29895117359493295,5.19245373291723,frequency
2992,10,0.25801052637180766,6.422349554122451,frequency
2993,12,0.31004884898781404,5.306652200732035,frequency
2994,3,0.2182326620350508,6.331826312226863,frequency
2995,4,0.25298053798097037,5.752758984860377,frequency
2996,4,0.2385631550991111,5.23821071282337,frequency
2997,1,0.29833674491365336,4.609457794922525,frequency
2998,12,0.2906495827585583,4.8039118200840685,frequency
2999,12,0.3216208148141128,4.580280597389802,frequency
3000,12,0.2781102708490683,5.337663647988405,frequency
3001,1,0.29059864749928027,4.206420921498367,frequency
3002,2,0.23071157476231066,6.02979072943507,frequency
3003,2,0.2880578145634867,5.788033372518942,frequency
3004,12,0.24183587259129014,5.976919784847852,frequency
3005,12,0.3241205385255907,4.88729428064384,frequency
